sku_id,date,type,length_days
AMB-010,2025-06-27,stockout,2
AMB-010,2025-06-29,delivery_surge,2
AMB-010,2026-01-31,stockout,2
AMB-010,2026-02-02,delivery_surge,2
AMB-010,2025-07-11,stockout,2
AMB-010,2025-07-13,delivery_surge,2
AMB-010,2025-01-06,promo_spike,3
AMB-010,2026-02-28,promo_spike,3
AMB-010,2025-02-17,promo_spike,3
AMB-010,2024-11-14,promo_spike,3
AMB-010,2025-05-20,promo_spike,3
AMB-010,2024-10-17,promo_spike,3
AMB-011,2025-03-26,stockout,2
AMB-011,2025-03-28,delivery_surge,2
AMB-011,2025-07-18,stockout,3
AMB-011,2025-07-21,delivery_surge,2
AMB-011,2024-12-03,stockout,2
AMB-011,2024-12-05,delivery_surge,2
AMB-011,2024-11-08,stockout,1
AMB-011,2024-11-09,delivery_surge,2
AMB-011,2024-07-04,stockout,3
AMB-011,2024-07-07,delivery_surge,2
AMB-011,2024-10-26,stockout,3
AMB-011,2024-10-29,delivery_surge,2
AMB-011,2024-10-19,stockout,3
AMB-011,2024-10-22,delivery_surge,2
AMB-011,2026-03-05,stockout,3
AMB-011,2026-03-08,delivery_surge,2
AMB-011,2025-10-18,stockout,3
AMB-011,2025-10-21,delivery_surge,2
AMB-011,2024-08-02,promo_spike,3
AMB-011,2024-10-27,promo_spike,3
AMB-011,2024-10-04,promo_spike,3
AMB-011,2025-04-22,promo_spike,3
AMB-011,2025-06-05,promo_spike,3
AMB-011,2024-10-18,promo_spike,3
AMB-012,2025-06-22,stockout,2
AMB-012,2025-06-24,delivery_surge,2
AMB-012,2024-10-16,stockout,1
AMB-012,2024-10-17,delivery_surge,2
AMB-012,2025-02-22,stockout,1
AMB-012,2025-02-23,delivery_surge,2
AMB-012,2025-08-27,stockout,3
AMB-012,2025-08-30,delivery_surge,2
AMB-012,2026-04-15,stockout,2
AMB-012,2026-04-17,delivery_surge,2
AMB-012,2025-06-04,stockout,1
AMB-012,2025-06-05,delivery_surge,2
AMB-012,2026-04-18,stockout,2
AMB-012,2026-04-20,delivery_surge,2
AMB-012,2025-12-14,stockout,1
AMB-012,2025-12-15,delivery_surge,2
AMB-012,2025-06-17,stockout,3
AMB-012,2025-06-20,delivery_surge,2
AMB-012,2024-07-28,stockout,1
AMB-012,2024-07-29,delivery_surge,2
AMB-012,2025-03-16,promo_spike,3
AMB-012,2024-09-26,promo_spike,3
AMB-012,2025-03-25,promo_spike,3
AMB-012,2025-09-27,promo_spike,3
AMB-012,2025-04-17,promo_spike,3
AMB-012,2024-10-14,promo_spike,3
AMB-012,2026-02-17,promo_spike,3
AMB-013,2025-04-09,stockout,1
AMB-013,2025-04-10,delivery_surge,2
AMB-013,2025-03-07,stockout,3
AMB-013,2025-03-10,delivery_surge,2
AMB-013,2024-05-26,stockout,2
AMB-013,2024-05-28,delivery_surge,2
AMB-013,2024-09-30,stockout,3
AMB-013,2024-10-03,delivery_surge,2
AMB-013,2024-06-03,stockout,3
AMB-013,2024-06-06,delivery_surge,2
AMB-013,2025-11-15,stockout,3
AMB-013,2025-11-18,delivery_surge,2
AMB-013,2024-10-01,stockout,2
AMB-013,2024-10-03,delivery_surge,2
AMB-013,2026-04-23,stockout,1
AMB-013,2026-04-24,delivery_surge,2
AMB-013,2025-03-19,stockout,3
AMB-013,2025-03-22,delivery_surge,2
AMB-013,2024-06-17,stockout,1
AMB-013,2024-06-18,delivery_surge,2
AMB-013,2025-03-27,promo_spike,3
AMB-013,2026-03-08,promo_spike,3
AMB-013,2024-08-13,promo_spike,3
AMB-013,2025-04-02,promo_spike,3
AMB-013,2025-05-19,promo_spike,3
AMB-013,2025-12-31,promo_spike,3
AMB-014,2024-07-09,stockout,3
AMB-014,2024-07-12,delivery_surge,2
AMB-014,2024-05-30,stockout,2
AMB-014,2024-06-01,delivery_surge,2
AMB-014,2024-11-18,stockout,1
AMB-014,2024-11-19,delivery_surge,2
AMB-014,2024-08-27,stockout,1
AMB-014,2024-08-28,delivery_surge,2
AMB-014,2024-07-30,stockout,2
AMB-014,2024-08-01,delivery_surge,2
AMB-014,2025-01-03,stockout,1
AMB-014,2025-01-04,delivery_surge,2
AMB-014,2025-01-18,stockout,1
AMB-014,2025-01-19,delivery_surge,2
AMB-014,2025-09-21,stockout,1
AMB-014,2025-09-22,delivery_surge,2
AMB-014,2024-12-17,stockout,1
AMB-014,2024-12-18,delivery_surge,2
AMB-014,2025-12-01,promo_spike,3
AMB-014,2025-03-04,promo_spike,3
AMB-014,2025-06-21,promo_spike,3
AMB-014,2025-09-09,promo_spike,3
AMB-014,2026-02-15,promo_spike,3
AMB-014,2025-09-19,promo_spike,3
AMB-014,2026-01-12,promo_spike,3
AMB-014,2025-09-02,promo_spike,3
AMB-015,2026-02-04,stockout,2
AMB-015,2026-02-06,delivery_surge,2
AMB-015,2024-12-16,stockout,2
AMB-015,2024-12-18,delivery_surge,2
AMB-015,2025-04-23,stockout,2
AMB-015,2025-04-25,delivery_surge,2
AMB-015,2024-06-20,stockout,1
AMB-015,2024-06-21,delivery_surge,2
AMB-015,2024-06-21,stockout,2
AMB-015,2024-06-23,delivery_surge,2
AMB-015,2025-03-19,stockout,1
AMB-015,2025-03-20,delivery_surge,2
AMB-015,2024-06-14,promo_spike,3
AMB-015,2025-01-28,promo_spike,3
AMB-015,2025-10-03,promo_spike,3
AMB-015,2024-06-05,promo_spike,3
AMB-015,2025-07-30,promo_spike,3
AMB-015,2025-04-16,promo_spike,3
HVY-001,2025-02-12,stockout,2
HVY-001,2025-02-14,delivery_surge,2
HVY-001,2026-01-30,stockout,3
HVY-001,2026-02-02,delivery_surge,2
HVY-001,2026-02-13,stockout,3
HVY-001,2026-02-16,delivery_surge,2
HVY-001,2025-04-29,stockout,2
HVY-001,2025-05-01,delivery_surge,2
HVY-001,2025-09-02,stockout,2
HVY-001,2025-09-04,delivery_surge,2
HVY-001,2026-03-05,stockout,1
HVY-001,2026-03-06,delivery_surge,2
HVY-001,2025-01-19,stockout,1
HVY-001,2025-01-20,delivery_surge,2
HVY-001,2024-09-04,promo_spike,3
HVY-001,2025-03-25,promo_spike,3
HVY-001,2024-11-08,promo_spike,3
HVY-001,2024-12-05,promo_spike,3
HVY-001,2026-01-27,promo_spike,3
HVY-001,2024-05-26,promo_spike,3
HVY-002,2025-07-04,stockout,1
HVY-002,2025-07-05,delivery_surge,2
HVY-002,2024-08-17,stockout,3
HVY-002,2024-08-20,delivery_surge,2
HVY-002,2025-09-21,stockout,1
HVY-002,2025-09-22,delivery_surge,2
HVY-002,2025-12-19,stockout,1
HVY-002,2025-12-20,delivery_surge,2
HVY-002,2025-07-24,stockout,2
HVY-002,2025-07-26,delivery_surge,2
HVY-002,2024-07-30,stockout,3
HVY-002,2024-08-02,delivery_surge,2
HVY-002,2025-08-03,stockout,2
HVY-002,2025-08-05,delivery_surge,2
HVY-002,2024-11-25,stockout,2
HVY-002,2024-11-27,delivery_surge,2
HVY-002,2025-08-14,stockout,2
HVY-002,2025-08-16,delivery_surge,2
HVY-002,2025-04-24,stockout,2
HVY-002,2025-04-26,delivery_surge,2
HVY-002,2025-11-23,promo_spike,3
HVY-002,2026-05-05,promo_spike,3
HVY-002,2026-01-17,promo_spike,3
HVY-002,2024-12-01,promo_spike,3
HVY-002,2025-11-24,promo_spike,3
HVY-002,2025-04-27,promo_spike,3
HVY-003,2025-07-17,stockout,3
HVY-003,2025-07-20,delivery_surge,2
HVY-003,2025-03-13,stockout,2
HVY-003,2025-03-15,delivery_surge,2
HVY-003,2024-05-26,stockout,1
HVY-003,2024-05-27,delivery_surge,2
HVY-003,2025-11-14,stockout,1
HVY-003,2025-11-15,delivery_surge,2
HVY-003,2024-11-10,stockout,1
HVY-003,2024-11-11,delivery_surge,2
HVY-003,2025-09-22,stockout,2
HVY-003,2025-09-24,delivery_surge,2
HVY-003,2025-11-01,stockout,3
HVY-003,2025-11-04,delivery_surge,2
HVY-003,2025-09-23,stockout,1
HVY-003,2025-09-24,delivery_surge,2
HVY-003,2024-06-10,promo_spike,3
HVY-003,2026-03-27,promo_spike,3
HVY-003,2024-05-21,promo_spike,3
HVY-003,2025-02-18,promo_spike,3
HVY-003,2024-09-27,promo_spike,3
HVY-003,2025-03-21,promo_spike,3
HVY-004,2026-01-01,stockout,3
HVY-004,2026-01-04,delivery_surge,2
HVY-004,2025-03-08,stockout,3
HVY-004,2025-03-11,delivery_surge,2
HVY-004,2026-03-31,stockout,3
HVY-004,2026-04-03,delivery_surge,2
HVY-004,2025-09-20,stockout,1
HVY-004,2025-09-21,delivery_surge,2
HVY-004,2025-03-18,stockout,3
HVY-004,2025-03-21,delivery_surge,2
HVY-004,2025-02-16,stockout,2
HVY-004,2025-02-18,delivery_surge,2
HVY-004,2025-11-25,promo_spike,3
HVY-004,2025-08-17,promo_spike,3
HVY-004,2024-06-15,promo_spike,3
HVY-004,2025-11-17,promo_spike,3
HVY-004,2025-08-13,promo_spike,3
HVY-004,2024-08-05,promo_spike,3
HVY-005,2025-02-11,stockout,3
HVY-005,2025-02-14,delivery_surge,2
HVY-005,2026-02-02,stockout,1
HVY-005,2026-02-03,delivery_surge,2
HVY-005,2025-07-22,stockout,2
HVY-005,2025-07-24,delivery_surge,2
HVY-005,2025-09-23,stockout,3
HVY-005,2025-09-26,delivery_surge,2
HVY-005,2025-10-19,stockout,1
HVY-005,2025-10-20,delivery_surge,2
HVY-005,2024-07-02,stockout,3
HVY-005,2024-07-05,delivery_surge,2
HVY-005,2025-03-03,stockout,2
HVY-005,2025-03-05,delivery_surge,2
HVY-005,2024-09-10,stockout,3
HVY-005,2024-09-13,delivery_surge,2
HVY-005,2025-08-28,stockout,3
HVY-005,2025-08-31,delivery_surge,2
HVY-005,2026-05-08,stockout,1
HVY-005,2026-05-09,delivery_surge,2
HVY-005,2024-09-24,promo_spike,3
HVY-005,2025-09-02,promo_spike,3
HVY-005,2024-12-21,promo_spike,3
HVY-005,2026-02-24,promo_spike,3
HVY-005,2025-09-17,promo_spike,3
HVY-005,2024-11-10,promo_spike,3
HVY-006,2025-02-14,stockout,3
HVY-006,2025-02-17,delivery_surge,2
HVY-006,2026-01-15,stockout,3
HVY-006,2026-01-18,delivery_surge,2
HVY-006,2026-02-26,stockout,1
HVY-006,2026-02-27,delivery_surge,2
HVY-006,2026-04-17,stockout,3
HVY-006,2026-04-20,delivery_surge,2
HVY-006,2026-04-26,stockout,1
HVY-006,2026-04-27,delivery_surge,2
HVY-006,2024-11-06,stockout,3
HVY-006,2024-11-09,delivery_surge,2
HVY-006,2025-02-26,promo_spike,3
HVY-006,2025-04-25,promo_spike,3
HVY-006,2025-07-02,promo_spike,3
HVY-006,2026-03-03,promo_spike,3
HVY-006,2025-12-16,promo_spike,3
HVY-006,2026-05-04,promo_spike,3
HVY-007,2026-04-06,stockout,1
HVY-007,2026-04-07,delivery_surge,2
HVY-007,2025-07-10,stockout,2
HVY-007,2025-07-12,delivery_surge,2
HVY-007,2024-12-21,stockout,3
HVY-007,2024-12-24,delivery_surge,2
HVY-007,2025-01-30,stockout,1
HVY-007,2025-01-31,delivery_surge,2
HVY-007,2024-09-16,stockout,1
HVY-007,2024-09-17,delivery_surge,2
HVY-007,2026-02-28,stockout,2
HVY-007,2026-03-02,delivery_surge,2
HVY-007,2025-04-30,stockout,3
HVY-007,2025-05-03,delivery_surge,2
HVY-007,2025-11-22,stockout,3
HVY-007,2025-11-25,delivery_surge,2
HVY-007,2024-09-07,stockout,2
HVY-007,2024-09-09,delivery_surge,2
HVY-007,2025-08-21,promo_spike,3
HVY-007,2025-02-18,promo_spike,3
HVY-007,2024-06-18,promo_spike,3
HVY-007,2025-12-25,promo_spike,3
HVY-007,2025-04-24,promo_spike,3
HVY-007,2024-10-29,promo_spike,3
HVY-008,2025-07-19,stockout,2
HVY-008,2025-07-21,delivery_surge,2
HVY-008,2026-02-27,stockout,1
HVY-008,2026-02-28,delivery_surge,2
HVY-008,2025-02-04,stockout,1
HVY-008,2025-02-05,delivery_surge,2
HVY-008,2025-12-17,stockout,2
HVY-008,2025-12-19,delivery_surge,2
HVY-008,2024-12-29,stockout,2
HVY-008,2024-12-31,delivery_surge,2
HVY-008,2025-09-14,stockout,2
HVY-008,2025-09-16,delivery_surge,2
HVY-008,2024-07-23,stockout,3
HVY-008,2024-07-26,delivery_surge,2
HVY-008,2025-03-01,stockout,3
HVY-008,2025-03-04,delivery_surge,2
HVY-008,2024-09-02,stockout,1
HVY-008,2024-09-03,delivery_surge,2
HVY-008,2024-12-20,promo_spike,3
HVY-008,2026-01-18,promo_spike,3
HVY-008,2024-12-07,promo_spike,3
HVY-008,2025-07-19,promo_spike,3
HVY-008,2025-04-04,promo_spike,3
HVY-008,2026-02-18,promo_spike,3
HVY-008,2026-04-20,promo_spike,3
HVY-009,2024-10-09,stockout,1
HVY-009,2024-10-10,delivery_surge,2
HVY-009,2026-01-29,stockout,1
HVY-009,2026-01-30,delivery_surge,2
HVY-009,2024-08-22,stockout,2
HVY-009,2024-08-24,delivery_surge,2
HVY-009,2025-08-30,stockout,2
HVY-009,2025-09-01,delivery_surge,2
HVY-009,2026-01-11,stockout,2
HVY-009,2026-01-13,delivery_surge,2
HVY-009,2024-12-12,stockout,1
HVY-009,2024-12-13,delivery_surge,2
HVY-009,2024-07-23,stockout,1
HVY-009,2024-07-24,delivery_surge,2
HVY-009,2025-05-11,stockout,2
HVY-009,2025-05-13,delivery_surge,2
HVY-009,2025-06-09,stockout,2
HVY-009,2025-06-11,delivery_surge,2
HVY-009,2024-07-07,stockout,3
HVY-009,2024-07-10,delivery_surge,2
HVY-009,2024-05-25,promo_spike,3
HVY-009,2025-11-29,promo_spike,3
HVY-009,2024-09-14,promo_spike,3
HVY-009,2024-09-11,promo_spike,3
HVY-009,2025-06-21,promo_spike,3
HVY-009,2024-05-27,promo_spike,3
HVY-010,2024-10-31,stockout,2
HVY-010,2024-11-02,delivery_surge,2
HVY-010,2026-03-10,stockout,1
HVY-010,2026-03-11,delivery_surge,2
HVY-010,2024-06-30,stockout,3
HVY-010,2024-07-03,delivery_surge,2
HVY-010,2026-01-22,stockout,3
HVY-010,2026-01-25,delivery_surge,2
HVY-010,2025-04-25,stockout,2
HVY-010,2025-04-27,delivery_surge,2
HVY-010,2024-08-17,stockout,2
HVY-010,2024-08-19,delivery_surge,2
HVY-010,2024-09-01,stockout,1
HVY-010,2024-09-02,delivery_surge,2
HVY-010,2025-06-16,promo_spike,3
HVY-010,2024-07-29,promo_spike,3
HVY-010,2024-11-11,promo_spike,3
HVY-010,2024-10-10,promo_spike,3
HVY-010,2025-04-19,promo_spike,3
HVY-010,2024-12-07,promo_spike,3
HVY-010,2025-07-04,promo_spike,3
